@relation docs

@attribute text string
@attribute text_label {T,D,F}

@data
'Related Images Gary Nulls Red Stuff Search for Gary Nulls Red Stuff. Look Up Quick Results Now! wow.com Ad void onMeasure grid view android.widget.GridView',F
'Related Images Gary Nulls Red Stuff Search for Gary Nulls Red Stuff. Look Up Quick Results Now! wow.com Ad void setAdapter grid view android.widget.GridView',F
'Related Images Gary Nulls Red Stuff Search for Gary Nulls Red Stuff. Look Up Quick Results Now! wow.com Ad void setAdapter grid view android.widget.GridView',F
'Please update your password. Submit boolean onCreateOptionsMenu',F
'Album Arts Acquire album arts now! Click to start automatic album arts acquisition Choose album arts automatically Get missing album arts automatically from Internet Advanced Use better quality album arts Enabling this option will improve the quality of album arts on main screen but increase loading time and memory consumption void onCreate',F
'Select Your Country Canada United States void onListItemClick',F
'MuzzleLoader Bullet Only You selected a Muzzleloader Bullet Only. Select powder charge for this bullet to get approximate velocity based on a 26 inch barrel OK void onListItemClick',F
'WEATHERFLOW WIND METER DETECTED Wind Speed (Mph): 0 Wind Direction (Degrees): 0 START READING STOP READING APPLY EXIT void onStart',F
'0 /storage/emulated/0/ Up .a .android .backups .chartboost .com.mtk.btnotification .data .DataStorage .Eyecon .goproduct .imagethumbnail-gpaddy boolean onCreateOptionsMenu',F
'Recordings boolean onCreateOptionsMenu',F
'Web access Open following address on your computer to download recordings http://192.168.0.100:17723  void onDestroy',F
'Normal Lab Values (Simple) ARTERIAL VALUES CARDIAC MARKERS CEREBRAL SPINAL FLUID COAGULATION ENDOCRINE VALUES GENERAL CHEMISTRY HEMATOLOGY VALUES HEMODYNAMIC PARAMETERS LIPID PANEL (ADULT) NEUROLOGICAL VALUES boolean onCreateOptionsMenu',F
'Searching camera... Cancel void onStart',F
'Connecting... Connecting to camera. Remote operation Transfer image Geotagging Snap Movie Photo Collage Highlight Photo Collage Highlight Playback Home Monitor void onBackPressed',F
'Connecting... Connecting to camera. Remote operation Transfer image Geotagging Snap Movie Photo Collage Highlight Photo Collage Highlight Playback Home Monitor void onStop',F
'Geotagging Geotagging off Time sync Start geotagging Batch send Send over NFC boolean onPrepareOptionsMenu',F
'Talk Exit 0 seconds left void onBackPressed',F
'Please wait... void onBackPressed',F
'This function cannot be used at this time. Confirm the Wi-Fi settings of your camera and your smartphone and then select the camera under \"Set connect dest. \". 0 void onCreate',F
'Create highlights Execute Video camera 162 void onStart',F
'Title Picture JPEG Execute Gallery 160 void onStart',F
'Creating highlights The app can automatically select highlights from the scenes you have recorded and save them with added effects.\r\nYou can change the effects by modifying the settings. Set Scene selection void onActivityResult',F
'Highlight Photo Collage Execute 0 pictures will be saved in the smartphone. Specify the still picture storage folder name 20170207 void onActivityResult',F
'Photo Collage Exit void onBackPressed',F
'com.aoao.bloom_share.jpg Apr 22 2014 11:52:26 AM 1 / 160 void OnClickCheck',F
'Split & Delete void onActivityResult',F
'Set connect. dest. SSID Password Display password The set SSID/password will be reflected when the camera is turned OFF and then back ON again or when the Wi-Fi connection with the camera is reestablished. Cancel Erase OK void onClick',F
'Delete all Delete the currently displayed camera files? (Protected files will not be deleted.) Delete all Cancel void OnClickOK',F
'Power OFF Turn OFF the connected device? Power OFF Cancel void onDestroy',F
'Select an access point to connect to. moobilenetx perfecthu_G acExp_2g_1 acExp_5g_1 eduroam Watershed perfecthu_N Eben-Ezer Eben-Ezer Guest ucd-guest Update Cancel void onClick',F
'Enter a password for registration Enter the registration password Password Confirm password Register Do not register void onAgreeButton',F
'Initial settings for Wi-Fi functions Select the item you want to set. Clock synchronization Access point registration Live Cast Baby Monitor Home Monitor Finish void onBackPressed',F
'Enter the log-in information If you already have a login ID Login ID Set Cancel If you do not have a login ID Sign up void onClickNewRegisterButton',F
'com.aoao.bloom_share.jpg Apr 22 2014 11:52:26 AM 1 / 162 void onDestroy',F
'Select Gallery No playable contents were found. void onStart',F
'Please wait... void onResume',F
'AV Device Information Name Address Number Access Number OK Cancel void onClickRegistEquipmentOk',F
'Set connect. dest. SSID Password Display password The set SSID/password will be reflected when the camera is turned OFF and then back ON again or when the Wi-Fi connection with the camera is reestablished. Cancel Erase OK void onCreate',F
'Set connect. dest. 1 2 3 void onCreate',F
'MADE WITH PIXLR Oops!\r\nNo internet connection\r\nPlease try again Retry void <init> re cy ler feeds',F
'Wallpaper Store Menu NEWEST TRENDING MOST POPULAR Color Skull 3 Layers F16 Falcon 5 Layers Cat and Butterfly 3 Layers Chemical Trails 6 Layers IT 3 Layers Shuttle Cockpit 4 Layers boolean onCreateOptionsMenu',F
'Log-in ID  Remember me? Forgot your password? Log In void onActivityResult',F
'Language and Dictionary Input languages EmojiKeyboard Pro English (United States) Additional dictionary Deutsch English Français Italiano Pусский Português boolean onKeyDown image',F
'Language and Dictionary Input languages EmojiKeyboard Pro English (United States) Additional dictionary Deutsch English Français Italiano Pусский Português boolean onTouchEvent image',F
'Language and Dictionary Input languages EmojiKeyboard Pro English (United States) Additional dictionary Deutsch English Français Italiano Pусский Português void onLayout image',F
'Language and Dictionary Input languages EmojiKeyboard Pro English (United States) Additional dictionary Deutsch English Français Italiano Pусский Português void onClick',F
'Setting up EmojiKeyboard Pro One Enable EmojiKeyboard Pro We value the privacy of our users Our app does NOT receivestore or transmit\r\nany sensitive data from you By using this app you agree to the <<Privacy Policy>> void onClick',F
'tag remove share void onClick',F
'tag remove share void onClick',F
'tag remove share void onCreate',F
'LIGHTS  by Q Raider boolean onCreateOptionsMenu',F
'Watermark boolean onCreateOptionsMenu',F
'Save Path Parent directory obb Music Podcasts Ringtones Alarms Notifications Pictures Movies Download boolean onCreateOptionsMenu',F
'No Media Data void onDestroy',F
'Cover Model Do you want to be our cover model?\r\n\r\n Share photos with our hashtag #BestMeSelfie on Instagram or email to us.\r\n Email: bestmeselfie@gmail.com\r\n Demand:\r\n 1、color photo with good quality and great light\r\n 2、the sender must be in the photo\r\n \r\n What we like?\r\n -Creative\r\n -Smile\r\n -Emoji-grid photo\r\n boolean onCreateOptionsMenu',F
'Scan Camera This tool will probe the given IP/Port looking for compatible camera types. Enter information then press Test. If a match is found then select and press Add. Type Unknown SSL IP Hostname or IP Port Port User Pswd Cancel Test Add void onClick btn test android.widget.Button',F
'Upgrade NOW! Upgrade to Unlimited Cameras and no ADs click Menu. OK void onDestroy',F
'HDMI Reader void onResume',F
'Some information was not included in your Facebook profile Please Add Details: United States (+1) 15306013355 jameshaofu@gmail.com (Optional we never spam) Next void onCreate',F
'Sign Up Login United States (+1) 15306013355 jameshaofu@gmail.com (Optional we never spam) Next OR Connect (Connect with FB to find friends quickly no posting without your permission) void onCreate',F
'New SMS To SMS void onCreateContextMenu',F
'Now Playing Songs on Phone Alarm siren <unknown> Select and play songs Device and app settings Rotate the wheel to find and play music Your source screen may not match the look or functionality of the example. Do not show again void onStop',F
'Cancel void onClick',F
'Cancel void onCreate',F
'Thank you for using our app! Would you like more of our apps? Yes! Not now void onClick',F
'Thank you for using our app! Would you like more of our apps? Yes! Not now void onClick',F
'Thank you for using our app! Would you like more of our apps? Yes! Not now void onBackPressed',F
'Thank you for using our app! Would you like more of our apps? Yes! Not now void onCreate',F
'Cancel 00:00:00 void onCreate',F
'Cancel 00:00:00 void onCreate',F
'Location settings Localization Please enter the name of the city you wish to see offers or click on the button to automatically localize Current Location Use current localization boolean onCreateOptionsMenu',F
'Feedback Version 1.7.2 - Build 999 Release Notes Feedback Requested Open Items Resolved Items Ignored Items void onCreate',F
' void onSaveInstanceState',F
'Slickdeals Help Us Improve How likely is that you would recommend Slickdeals to your friend? Select Rating  Dismiss  void onStart',F
'r Camera (0 files) v B boolean dispatchKeyEvent',F
'Key Pad 000000 1 2 3 4 5 6 7 8 9 CLS 0 DEL OK void onStart',F
'Local Ok void onStart',F
'Sign in Twitter Facebook Instagram TwitCasting Create New Account Terms of Service boolean onCreateOptionsMenu',F
'Create New Account Create New Account Email Password Terms of Service Next boolean onCreateOptionsMenu',F
'Block Words/Users Done Block Words/Users Filter Level Filter Level: higher setting will filter more words/users. Add your block words list separated by new line (one word per one line). If you would like to block user add \'@\' in front of the user name.\r\nNote that you can also block users by clicking the user name on your time line. boolean onCreateOptionsMenu',F
'SReaderAuto-4.0.4 SS505 sReader Version Swipe Get void onClick',F
' Account Settings Required account credentials User name Skyward user name Password Skyward password Optional account details Description Account description Advanced settings Access URL URL used for Mobile Access To continue please select the save button in the upper right. boolean onCreateOptionsMenu',F
'Info Blocker 5.10 New version - More setup options\r\n- Conversation UI\r\n- Add MMS block\r\n- Add Airplane mode Previous versions - Improve private number match\r\n- Add call settings priority\r\n- Bug fix import contact\r\n- Add Converastion view\r\n- Answer hangup setup\r\n- Lock message protection\r\n- Fix second line bug\r\n- Fix blocking numbers on some devices\r\n- Add troubleshooting download configuration\r\n- Fix incoming notifications sound\r\n- Password bug fix\r\n- Ask for password when device locks\r\n- Fix showing am/pm time\r\n- Fix memory leaks\r\n- Improved stability and complete redesign\r\n- Whitelist added\r\n- Search feature for contacts and logs added\r\n- Troubleshoot added for direct email support\r\n- Profile edit added\r\n- Incoming second line block fix\r\n- Auto sms reply on blocked call or sms\r\n- Choose to log blocked call and sms\r\n- Silent mode for blocked call added\r\n- Match type for blocking number\r\n- Profile activation fix\r\n- SD Card data backup\r\n- SMS copy to clipboard\r\n- Enter contact phone only\r\n- Profile support added\r\n- Fast password entering\r\n- Numeric password added\r\n- Info dialog added\r\n- Add phonebook contact fix void onBackPressed',F
'Today Tuesday February 7 Unknown Welcome 0 minutes ago 5:46 PM 00:00 All Calls Favorites Filter void onCreate',F
'Factors Edit list Select factors that apply Weight 60 kg Alcohol Bath Blocked nose Caffeine Dehydrated Exhaustion boolean onCreateOptionsMenu',F
'SS515SReader-1.0.4 SS515 Initial KEY Base Derivation Key(BDK):16byte 0123456789ABCDEFFEDCBA9876543210 Key Serial Number(KSN):10byte FFFF9876543210E00000 Load Initial KEY void onClick',F
'Statuses for all occasions VKontakte Log in Odnoklassniki Log in Moi Mir Log in Facebook Log in Twitter Log in void onClick',F
'Statuses for all occasions Twitter Log in Back to list of statuses void onClick',F
'IPSC Shot Timer (Beta) ---- 0 hello Comstock Open result table Start void onResume',F
'Set Mode Silent Vibrate Normal Volume Control Ringtone Media Alarm Notifications System Volume Control boolean onCreateOptionsMenu',F
'Super Hearing Aid Headphone Connected Set Amplification  1 Gain Start Hearing Aid boolean onCreateOptionsMenu',F
'Saved Conversation Dialogues For the best results please record while using headphones. 00:00 boolean onCreateOptionsMenu',F
'More by T-Me Studios More Live Wallpapers Configuration Set date and time Share this live wallpaper Color effect Scrollable FPS Screen interaction void onCreate',F
'Help Contact us Feedback Forum 64 ideas Knowledge Base Powered by UserVoice Android SDK v1.2.5 boolean onPrepareOptionsMenu',F
'WHERE THE HELL \r\nARE YOU? United States +1 Your Phone Number Please select your country first and complete your phonenumber. Login boolean onCreateOptionsMenu login button android.widget.Button',F
'Place a barcode inside the viewfinder rectangle to scan it. void onCreate',F
'Dropbox Connect to Dropbox Dropbox is a software that syncs your files online and across your computers.http://www.dropbox.com void onResume',F
'Songwriter\'s Pad Email or username Sign In Forgot Password? Or create account void onBackPressed',F
'My SP Sync Account Log In To Your Account Account - Free 50 MB Amount Used - 0 KB of 50 MB Need More Space? Sync with Wifi only Deregister this device Deregister all my devices void onResume',F
'About us Safe Kids is the first international free application to end the phenomenon of forgetting kids inside the vehicles. \r\nThe application is designed to protect the children from danger all the time to prevent forgetting the kids inside the vehicles with special and smart capabilities so it saves your children of 99\% in case of correct usage of the application. The application was designed and developed by the engineer Ahmad Butto. This application has special features:\r\n\r\n1. A smart system to protect your children 24 hours and it doesn\'t need any other device inside your car.\r\n\r\n2. Safe Kids application automatically senses once you pull over your car and it starts to send alerts\" I am your child and I am with you inside this car\"\r\nIt is also possible to choose the option of determining the time of coming back to the car within couple of minutes and so the application will alert you when the time is over.\r\n\r\n3. In case of forgetting the child inside the car the application automatically calls the mother (the driver) so she gets back to the car. If the mother does not reply the application sends a text message to the emergency numbers that are saved in the application the text message includes the location of the car it\'s color it\'s number  the humidity and temperature  at that time so the child can be saved from an inevitable danger.\r\n\r\n4. Safe kids application follows your movements while driving the car and it also alerts you in case there is an obstacle or danger that threatens your life of your children lives. Such as: streets\' disturbance animals crossing the road you will be alerted of those threatens which are some kilometers away of your current location.\r\n\r\n5 Safe kids application tracks the speed of your car and in case of exceeding the speed limit it will warn you to decrease the speed and keep you and your kids safe. boolean onCreateOptionsMenu',F
'Contact us Leave us a message about a problem or suggestion object Message Send void attachBaseContext',F
'Login Sign in You don\'t have account? sign up? void attachBaseContext',F
'Other details Lorem ipsum dolor sit amet consectetuer adipiscing elit. Aenean commodo ligula eget dolor. Aenean massa. Cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus. Donec quam felis ultricies nec pellentesque eu pretium quis sem. Nulla consequat massa quis enim. Donec pede justo fringilla vel aliquet nec vulputate eget arcu. In enim justo rhoncus ut imperdiet a venenatis vitae justo. Nullam dictum felis eu pede mollis pretium. Integer tincidunt. Cras dapibus. Vivamus elementum semper nisi. Aenean vulputate eleifend tellus. Aenean leo ligula porttitor eu consequat vitae eleifend ac enim. Aliquam lorem ante dapibus in viverra quis feugiat a tellus. Phasellus viverra nulla ut metus varius laoreet. Quisque rutrum. Aenean imperdiet. Etiam ultricies nisi vel augue. Curabitur ullamcorper ultricies nisi. Nam eget dui. Etiam rhoncus. Maecenas tempus tellus eget condimentum rhoncus sem quam semper libero sit amet adipiscing sem neque sed ipsum. Nam quam nunc blandit vel luctus pulvinar hendrerit id lorem. Maecenas nec odio et ante tincidunt tempus. Donec vitae sapien ut libero venenatis faucibus. Nullam quis ante. Etiam sit amet orci eget eros faucibus tincidunt. Duis leo. Sed fringilla mauris sit amet nibh. Donec sodales sagittis magna. Sed consequat leo eget bibendum sodales augue velit cursus nunc void attachBaseContext',F
'Notice Terms and conditions Safe Kids application.\r\n\r\n1 Register with correct information of full name city mobile number car\'s number car\'s model and colour so the application works correctly to save your child.\r\n\r\n2 Fill the list of emergency numbers correctly in order to contact them in case of losing contact with the mother to save the kid\'s life.\r\n\r\n3. Avoid adjusting or using the application while driving.\r\n\r\n4. We are not responsible for any harm that may happen to you in case the application stops working or a technical problem occurs.\r\n\r\n5. We are not responsible if you adjust the application in a wrong way.\r\n\r\n6. We do not use your  information for any marketing targets we use them to improve the application. We only aim to keep you children safe and your information encrypted.\r\n\r\n7. We only use the gps data to detect the location for the lost child and the speed of your car. We don\'t have any further intentions to use it for any other case.\r\n\r\n8. Using the application will not prevent accidents but it reduces them so you have to take all the precautions into consideration.\r\n\r\n9. The application is made to help only the parents so there is no responsibility on application programmer and it\'s only your responsibility. Using the application means your agreement to the application conditions and instructions. boolean onCreateOptionsMenu',F
'Profil No alerts Kids number: 0  Informations      Kids     City Phone number +  Car type Car color void attachBaseContext',F
'Settings Speed alert Planing alert Alert popup on exit Max Speed 130 Max Temperature 40 boolean onCreateOptionsMenu',F
'Sound Analyser myProject Stop Reset void onCreate',F
'Android 5.1 - Lollipop Store 7.4.12.L-all [0] [PR] 144479971 boolean onCreateOptionsMenu',F
'< Use this one > void onCreate',F
'Logs Search     Show  Clear no log items boolean onCreateOptionsMenu',F
'Blacklist Search     Add contact no contacts void onClick image view home android.widget.ImageView',F
'Search     Show  Clear  Call   enter message Send boolean onCreateOptionsMenu',F
'Settings MESSAGE SETTINGS Phonebook only Only contacts from Phonebook and Whitelist can text you Block all All numbers will be blocked except Whitelist MESSAGE BLOCK NOTIFICATIONS Show notification Show notification icon for blocked messages Customize notification Customize notification for blocked messages void onClick image view home android.widget.ImageView',F
'Video Source Live Camera Image/Video From Library Other Options Timer Off Aspect Ratio Match screen Soundtrack Microphone Logo on Pictures High Resolution Photos Picture taking is much slower when this is checked Fast Switch Menu boolean onCreateOptionsMenu',F
'New Calendar jameshaofu@gmail.com Google jameshaofu@gmail.com synced Cancel OK boolean onOptionsItemSelected',F
'Shopping Alerts New Alerts Recent boolean onCreateOptionsMenu',F
'Biblia Génesis Capítulo: 1 1. En el principio creó Dios los cielos y la tierra. 2. Y la tierra estaba desordenada y vacía y las tinieblas estaban sobre la faz del abismo y el Espíritu de Dios se movía sobre la faz de las aguas. 3. Y dijo Dios: Sea la luz; y fue la luz. 4. Y vio Dios que la luz era buena; y separó Dios la luz de las tinieblas. 5. Y llamó Dios a la luz Día y a las tinieblas llamó Noche. Y fue la tarde y la mañana un día. 6. Luego dijo Dios: Haya expansión en medio de las aguas y separe las aguas de las aguas. 7. E hizo Dios la expansión y separó las aguas que estaban debajo de la expansión de las aguas que estaban sobre la expansión. Y fue así. boolean onCreateOptionsMenu',F
'Add WiFi Lock Save Choose a network Apps Locked 0 APPs boolean onTouchEvent wv wi fi',F
'EVP Recorder Do not press back when recording. Files are saved to paranormal live ghost box folder in your device storage Record Stop boolean onCreateOptionsMenu',F
'TiKL - Chat List Your Chat list is empty. You have not yet used the TiKL Chat feature. Here is how to use chat its easy:\r\n\r\n 1. Choose the person or group you want to chat with from favorites drop-down above the talking head button.\r\n\r\n 2. Press the chat button. void onClick',F
'Hearing Test version: 1.1.2 author: Marcin Masalski email: hearingtest@e-audiologia.pl web page: www.e-audiologia.pl/HearingTest OK android.view.View onCreateView',F
'Choose login for your Hearing Test account other email Cancel OK android.view.View onCreateView',F
'Feedback Name Email Subject Message Add Attachment Send Feedback boolean onKeyDown',F
'Feedback Name Email Subject Message Add Attachment Send Feedback void onCreate',F
'To get started please register or log in: Why is registration required? REGISTER / LOG IN USING FACEBOOK REGISTER / LOG IN USING GOOGLE+ REGISTER A NEW SLICKDEALS ACCOUNT ALREADY HAVE A SLICKDEALS ACCOUNT? LOG IN NOW void onDestroy',F
'About Us Software Name DroneView Version Number 2.14 cleaning storage Exit void onCreate',F
'Add Camera Done Device Name Device ID User Password Scan ID Lan Search void onClick',F
'Select No Download Available void onCreate',F
'Activity (0) No Alarm Logs void onNewIntent',F
'DroneView Edit Add new camera void onClick cb x notification',F
'about:accounts?action=signup boolean onCreateOptionsMenu',F
'Scan Boarding Pass Hold the boarding pass barcode in rectangle to scan the code void onClick',F
'Scan Boarding Pass Hold the boarding pass barcode in rectangle to scan the code void onPause',F
'Offline translation AVAILABLE FOR DOWNLOAD English—Russian 360 (660) MB French—English 320 (587) MB French—Russian 328 (600) MB German—English 368 (674) MB German—Russian 293 (537) MB Italian—English 340 (623) MB Italian—Russian 279 (511) MB void onCreateContextMenu',F
'SComboReaderII Initial Clear Msg Exit Get Ver Battery Get UID Sleep Timer: Set (00) Non-encryption Select >>>>>>APP initialized. \r\nRequest AudioFocus: true Library version: SComboReaderII_Lib_V1.7 Phone model: Nexus 5 Card Reader Function Set key Function void onCreate',F
'Press Start to begin recording 00:00 00:00 Start Stop Play void onCreate',F
'Stop Wi-Fi Transfer Access your recordings on this device from your computer 1. Make sure your computer is connected to \"moobilenetx\" 2. Open your browser (Chrome Firefox Internet Explorer Safari etc.) 3. Enter http://168.150.103.77:7112 void onCreate',F
'WhatsApp STT SMS & WhatsApp STT Language: العربية WhatsApp Send Reset Tap above and record the message. void startListen image view 1 android.widget.ImageView',T
'Futbol en vivo 00:00 Start Stop void onClick btn start android.widget.Button',T
'Rent To Own 00:00 Start Stop void onClick',T
'Rent To Own 00:00 Start Stop void onClick btn start android.widget.Button',T
'Universal Laws Revealed 00:00 Start Stop void onClick btn start android.widget.Button',T
'Darknet: The Guide 00:00 Start Stop void onClick',T
'Darknet: The Guide 00:00 Start Stop void onClick btn start android.widget.Button',T
'Record a sound 00:00:00 void onClick record button android.widget.ImageButton',T
'Record a sound 00:00:00 void onClick record button android.widget.ImageButton',T
'Atención Tu mensaje tiene una duración máxima de 30 segundos Aceptar void onClick',T
'Eliza: Hello.\r\nTouch the microphone to speak to me or type at the prompt. void onClick vr button android.widget.Button',T
'GoToWebinar Enter a Webinar ID 123-456-789 Want to host your own webinars? Try It Free void <init> in session footer',T
'GoToWebinar Enter a Webinar ID 123-456-789 Want to host your own webinars? Try It Free void <init> in session footer',T
'GoToWebinar Enter a Webinar ID 123-456-789 Want to host your own webinars? Try It Free void <init> in session title bar',T
'GoToWebinar Enter a Webinar ID 123-456-789 Want to host your own webinars? Try It Free void <init> in session title bar',T
'LOW PITCH HIGH SLOW SPEED FAST METAL AMPLIFY ECHO CHORUS PRESET void onClick share close',T
'Microphone Gain 32dB Phonic Mono Equalizer Custom void onClick button speak android.widget.ImageButton',T
'Microphone Gain 32dB Phonic Mono Equalizer Custom boolean dispatchKeyEvent',T
'Microphone Gain 32dB Phonic Mono Equalizer Custom boolean onTouchEvent',T
'Record your message 00:00 void onRequestPermissionsResult record button android.widget.ImageButton',T
'Wi-fi Walkie Talkie void void onClick microphone image android.widget.ImageView',T
'Wi-fi Walkie Talkie void void onClick microphone image android.widget.ImageView',T
'Greetings Default void onClick add new button android.widget.ImageButton',T
'Greetings Default void onClick add new button android.widget.ImageButton',T
'Call Recording - Strategy Voice Call (Android) Attempts to record the call from the telephony source Voice Call (Native) Attempts to record the call from the telephony source Voice Call (Legacy) Attempts to record the call from the telephony source\r\n\r\n - Limited to AMR audio format Microphone Records the call from the Mic Root Records the call from the hardware void onCreate',T
'0 Info. void OnClickRec',T
'Talk Exit 0 seconds left void OnClickRemoteVoiceCancel remote voice android.widget.ImageButton',T
'Cancel 00:00:00 void onClick vrl record button android.widget.ImageButton',T
'Cancel 00:00:00 void onClick',T
'Cancelar 00:00:00 void onClick vrl record button android.widget.ImageButton',T
'Cancel 00:00:00 void onClick vrl record button android.widget.ImageButton',T
'Cancel 00:00:00 void onClick vrl record button android.widget.ImageButton',T
'Cancel 00:00:00 boolean onOptionsItemSelected',T
'Cancel 00:00:00 boolean onOptionsItemSelected vrl menu cancel android.widget.TextView',T
'Cancelar 00:00:00 boolean onOptionsItemSelected vrl menu cancel android.widget.TextView',T
'Cancel 00:00:00 void onClick',T
'Cancel 00:00:00 void onClick vrl record button android.widget.ImageButton',T
'Cancel 00:00:00 void onClick vrl record button android.widget.ImageButton',T
'Cancel 00:00:00 void onClick vrl record button android.widget.ImageButton',T
'Cancel 00:00:00 void onClick vrl record button android.widget.ImageButton',T
'Two Way Davis Talk void onStart',T
'Today Tuesday February 7 Unknown Welcome 0 minutes ago 5:46 PM 00:00 All Calls Favorites Filter void onClick button rec android.widget.ImageButton',T
'Auto  Mode void onClick mode icon audio android.widget.ImageButton',T
'Audio Recorder Click on Record to start recording. Record void onClick record android.widget.Button',T
'Wi-fi Walkie Talkie void void onClick microphone image android.widget.ImageView',T
'Sound Analyser myProject Stop Reset void onClick button reset android.widget.Button',T
'Recorder Recorder Voice Memos 00:00:00 boolean checkCanRecord record left button android.widget.ImageButton',T
'Recorder Recorder Voice Memos 00:00:00 void onClick record left button android.widget.ImageButton',T
'Wi-fi Walkie Talkie void void onClick microphone image android.widget.ImageView',T
'EVP Recorder Do not press back when recording. Files are saved to paranormal live ghost box folder in your device storage Record Stop void onClick btn start android.widget.Button',T
'Paranormal Live Ghost Box Stop Start Ghost Box Record boolean onCreateOptionsMenu record android.widget.Button',T
'Wi-fi Walkie Talkie void void onClick microphone image android.widget.ImageView',T
'Calculator For Android Wear Discover Android Wear Follow us on Google+ or Facebook to get news and updates about Android Wear. Try out Android Wear Center to discover more apps games and watchfaces for your smartwatch. Follow us More about Android Wear Download Android Wear Center app from Google Play. Instructions Basic calculation To start the calculator just say: \'Ok Google... start calculator\' or press the main screen and select calculator. Type in your term and press \'=\' to get the result. Press \'C\' button to clear last input. Hold \'C\' button to empty result. Swipe to right to close the calculator. void onDestroy',T
'Voice search not available Retry One second... void onBackPressed',T
'Press Start to begin recording 00:00 00:00 Start Stop Play void onClick button start android.widget.Button',T
'Tap the screen to start recording 00:00 00:00 void surfaceCreated',T
